p09_2,p134e,p70,p35,p09_3,p140,p58,p62g,p126p,p151,p15,p06,p40m,p40,p134c,p128b,p138,p66,p115,p34_f,p134i,p128a,p23,p130c_11,p116,p33_f,p62h,p117,p113,p134f,p134h,p93,p139,p113_11,CIUO2,p130b,p130d,p98,p86,p68,p13,p05,p53,p43m,p43,p46,p133,p64,p38_11,p38m_11,p54,p136,p76,OBJ_pobre_a_rico,OBJ_pobre_a_rico_cluster,OBJ_pobre_a_rico_n_clusters,OBJ_pobre_a_rico_ponderador_mean,OBJ_rico_a_pobre_cluster,OBJ_rico_a_pobre_n_clusters,OBJ_rico_a_pobre_ponderador_mean,OBJ_rico_a_pobre,OBJ_siguie_siendo_rico_cluster,OBJ_siguie_siendo_rico_n_clusters,OBJ_siguie_siendo_rico_ponderador_mean,OBJ_siguie_siendo_rico,OBJ_siguie_siendo_pobre_cluster,OBJ_siguie_siendo_pobre_n_clusters,OBJ_siguie_siendo_pobre_ponderador_mean,OBJ_siguie_siendo_pobre,OBJ_sigue_siendo_clase_media_cluster,OBJ_sigue_siendo_clase_media_n_clusters,OBJ_sigue_siendo_clase_media_ponderador_mean,OBJ_sigue_siendo_clase_media,OBJ_clase_media_a_rico_cluster,OBJ_clase_media_a_rico_n_clusters,OBJ_clase_media_a_rico_ponderador_mean,OBJ_clase_media_a_rico,OBJ_clase_media_a_pobre_cluster,OBJ_clase_media_a_pobre_n_clusters,OBJ_clase_media_a_pobre_ponderador_mean,OBJ_clase_media_a_pobre,OBJ_subieron_cluster,OBJ_subieron_n_clusters,OBJ_subieron_ponderador_mean,OBJ_subieron,OBJ_bajaron_cluster,OBJ_bajaron_n_clusters,OBJ_bajaron_ponderador_mean,OBJ_bajaron
7.0,2,3.0,1,8.0,5.0,5.0,2,0,7,1.0,1,2.0,2.0,2,2,1.0,2.0,1.0,0,2,2,9.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,19.0,50.0,1,6.0,32.0,7,2.0,2.0,1.0,4,18.0,65.0,65.0,0,0,25,0,208.0,99,5.11752726939856,39.0,85,5.0967125398985,0,446.0,51,5.287115995403533,0,246.0,70,5.531626944275635,0,169.0,110,7.032317199470229,0,380.0,105,5.154368974869112,0,55.0,105,5.172152088307183,0,196.0,83,7.613730530643107,0,180.0,12,7.243586825241656,1
11.0,1,3.0,1,8.0,5.0,5.0,1,0,6,1.0,2,2.0,2.0,1,2,2.0,2.0,2.0,1,2,2,25.0,11.0,6.0,1,1,2.0,1.0,1,1,3.0,2.0,18.0,6114.0,2,2,12.0,30.0,1,11.0,32.0,7,2.0,2.0,1.0,7,24.0,70.0,63.0,0,35,16,0,90.0,95,5.115844887917236,7.0,87,5.090680199806532,0,43.0,80,6.768726336589765,1,44.0,71,5.594961663122697,0,295.0,106,6.942808499509871,0,403.0,103,5.164026457570412,0,55.0,101,5.15372205938889,0,196.0,85,7.4592573169502066,0,77.0,23,7.446643047060784,0
7.0,2,3.0,1,8.0,5.0,5.0,2,0,8,1.0,2,2.0,1.0,1,2,1.0,2.0,2.0,0,2,2,16.0,11.0,6.0,0,2,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,2,26.0,40.0,1,6.0,44.0,7,2.0,2.0,1.0,3,18.0,70.0,68.0,0,0,14,0,250.0,104,5.1124139492335985,39.0,83,5.099237714666794,0,446.0,50,5.276424030777324,0,246.0,71,5.629511569307796,0,101.0,110,7.0267026164562525,0,183.0,100,5.142958228440557,0,174.0,105,5.1589004657610165,0,84.0,88,8.022084195790804,0,316.0,8,6.453337286958072,1
1.0,2,3.0,1,8.0,6.0,6.0,1,0,8,1.0,2,2.0,1.0,2,2,2.0,2.0,1.0,0,1,2,27.0,11.0,6.0,0,1,1.0,2.0,1,1,2.0,2.0,13.0,2359.0,2,2,23.0,43.0,1,10.0,35.0,1,4.0,10.0,1.0,5,22.0,63.0,55.0,35,35,16,0,283.0,98,5.093644689023748,39.0,83,5.097000316811938,0,246.0,71,7.034511211297872,0,313.0,74,5.310292940334946,0,136.0,109,6.95903770587281,0,141.0,106,5.159764721270063,0,300.0,98,5.124679800979609,0,69.0,84,6.9391898419191795,0,342.0,35,7.541056609892067,0
8.0,1,3.0,1,8.0,5.0,2.0,2,0,6,6.0,2,2.0,2.0,2,2,1.0,2.0,2.0,0,1,2,9.0,11.0,6.0,0,1,2.0,2.0,1,1,2.0,2.0,13.0,9121.0,2,2,18.0,45.0,2,97.0,50.0,1,2.0,2.0,1.0,1,10.0,70.0,73.0,35,0,0,0,250.0,103,5.116194152822277,64.0,86,5.100189281561175,0,221.0,51,5.251446655483239,0,53.0,85,6.3500429547735,0,113.0,121,6.941347789267052,0,291.0,98,5.133682980676007,0,185.0,104,5.219092700636628,0,12.0,89,7.87989280136088,0,283.0,8,6.439887073590892,1
8.0,1,3.0,2,8.0,5.0,5.0,2,0,6,1.0,1,2.0,2.0,1,2,1.0,2.0,2.0,0,1,2,26.0,11.0,1.0,0,2,2.0,1.0,1,8,2.0,2.0,13.0,6114.0,2,2,17.0,48.0,1,3.0,44.0,7,2.0,2.0,1.0,1,15.0,70.0,81.0,0,0,35,0,78.0,103,5.1182993175239915,161.0,85,5.102397747868585,0,456.0,52,5.183484390239425,0,157.0,70,6.0139748993465805,0,190.0,119,6.995075337782815,0,265.0,99,5.126057193370538,0,87.0,107,5.234845212504757,0,292.0,92,7.847423366493101,0,250.0,8,6.3357632967033055,1
11.0,2,3.0,2,8.0,5.0,5.0,1,0,7,1.0,2,2.0,2.0,1,2,1.0,2.0,2.0,0,1,2,23.0,11.0,6.0,0,2,2.0,2.0,2,1,2.0,2.0,13.0,6114.0,2,2,15.0,36.0,1,3.0,28.0,8,2.0,2.0,8.0,4,15.0,70.0,67.0,0,0,35,0,273.0,102,5.119699482857374,39.0,87,5.090655932693174,0,441.0,52,5.196771576420314,0,31.0,71,5.6573219636676715,0,83.0,110,7.035323148753949,0,380.0,103,5.13792061649825,0,283.0,106,5.204495933845859,0,80.0,86,7.9301182581587035,0,381.0,16,7.217285678685227,1
11.0,1,3.0,1,8.0,6.0,5.0,1,0,8,6.0,2,2.0,2.0,1,2,1.0,2.0,2.0,0,2,2,6.0,11.0,6.0,0,1,2.0,2.0,1,2,2.0,2.0,13.0,5211.0,2,2,18.0,45.0,2,6.0,27.0,1,7.0,2.0,1.0,8,18.0,51.0,48.0,35,35,0,0,138.0,99,5.094976328766236,372.0,85,5.096437538270676,0,115.0,50,5.795501100880691,0,319.0,74,5.412607719918724,0,105.0,113,6.986922294342143,0,80.0,107,5.137373014078923,0,255.0,106,5.171999222635277,1,196.0,85,7.199602831572721,0,136.0,99,7.819086893972686,1
7.0,1,3.0,1,8.0,5.0,3.0,2,0,8,1.0,1,8.0,2.0,1,2,1.0,2.0,2.0,0,1,2,15.0,11.0,1.0,0,8,1.0,1.0,1,8,2.0,2.0,12.0,5120.0,2,2,16.0,60.0,1,6.0,26.0,1,2.0,5.0,1.0,5,19.0,48.0,67.0,35,0,35,0,362.0,97,5.122741969976469,39.0,86,5.094180575540485,0,238.0,51,5.840266072601982,0,246.0,72,5.490209368293832,0,53.0,113,7.00892757535049,0,73.0,108,5.160994236507081,0,55.0,103,5.163798286061488,0,260.0,80,7.539303247762594,1,135.0,37,7.574284481287929,0
7.0,2,3.0,2,8.0,5.0,5.0,2,0,8,2.0,1,2.0,2.0,1,2,1.0,2.0,2.0,0,2,2,7.0,11.0,6.0,0,1,2.0,2.0,1,2,1.0,2.0,13.0,6114.0,2,2,10.0,45.0,2,97.0,60.0,7,2.0,2.0,1.0,1,6.0,90.0,85.0,0,0,0,0,279.0,104,5.1230687329423015,64.0,85,5.100420197487401,0,460.0,51,5.282699679098723,0,53.0,88,6.443160017154847,0,347.0,126,6.8976085913330785,0,291.0,97,5.135195845432803,0,313.0,102,5.214744386177093,1,12.0,91,7.949734535517497,0,250.0,7,6.215536388925672,1
5.0,1,3.0,1,8.0,3.0,5.0,2,0,7,6.0,2,2.0,2.0,1,2,1.0,2.0,2.0,0,2,2,9.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,17.0,4.0,1,4.0,38.0,6,2.0,2.0,1.0,2,17.0,86.0,89.0,35,35,19,0,250.0,104,5.111068845666774,39.0,86,5.097288596329642,0,8.0,52,5.173453684993921,0,157.0,72,5.929775253547967,0,190.0,117,7.014082867606064,0,97.0,104,5.1210052649710285,0,149.0,107,5.235163361597941,0,142.0,88,7.776657596121078,0,61.0,8,6.905825338995166,0
11.0,2,3.0,2,8.0,5.0,5.0,1,0,8,1.0,2,2.0,2.0,1,2,1.0,2.0,2.0,0,1,2,1.0,10.0,6.0,0,1,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,1,17.0,40.0,1,4.0,54.0,7,2.0,2.0,1.0,5,54.0,97.0,93.0,0,0,1,0,175.0,101,5.135688672778143,39.0,84,5.095315311646369,0,352.0,51,5.47109641497058,0,325.0,72,5.588072242983334,0,50.0,113,7.0166528772557015,0,326.0,97,5.184664573684141,0,120.0,104,5.171819206038293,0,84.0,87,8.133231195380175,1,250.0,8,6.42501496166053,0
2.0,2,1.0,2,8.0,5.0,5.0,1,0,8,1.0,2,2.0,2.0,2,2,1.0,2.0,1.0,0,1,2,9.0,11.0,6.0,0,2,2.0,2.0,1,1,1.0,2.0,13.0,6114.0,2,2,17.0,45.0,2,4.0,47.0,7,2.0,2.0,1.0,3,15.0,77.0,70.0,0,0,0,0,171.0,103,5.114333156088307,39.0,84,5.091346071908271,0,103.0,52,5.195547605654512,0,148.0,75,5.49215011547309,0,83.0,110,7.023129452031063,0,427.0,102,5.131200396673522,0,61.0,105,5.183825494778031,0,84.0,88,8.102272015498517,0,283.0,8,6.502033864302755,1
1.0,2,3.0,1,8.0,5.0,8.0,1,0,7,1.0,1,2.0,2.0,2,2,5.0,2.0,1.0,0,8,2,26.0,11.0,6.0,0,8,2.0,2.0,1,8,2.0,2.0,13.0,5223.0,2,2,23.0,24.0,1,10.0,26.0,3,5.0,5.0,1.0,4,23.0,45.0,43.0,35,35,35,0,325.0,98,5.096729214715179,39.0,85,5.091138456397886,0,374.0,57,6.29789028671708,1,313.0,73,5.315674882547339,0,105.0,106,6.980850348742572,0,197.0,106,5.155355064381001,0,300.0,96,5.139623118800806,0,69.0,83,7.015224656659592,0,25.0,64,7.673752154405156,0
8.0,2,3.0,1,8.0,1.0,5.0,1,0,8,1.0,2,2.0,1.0,1,2,1.0,2.0,1.0,0,2,1,9.0,11.0,1.0,0,1,2.0,1.0,1,2,2.0,2.0,12.0,6114.0,2,1,23.0,84.0,1,3.0,46.0,8,7.0,2.0,1.0,6,14.0,71.0,65.0,0,35,1,0,360.0,99,5.106966960859277,39.0,83,5.091105425560279,0,5.0,51,5.744235696379401,0,177.0,78,5.472232252768056,0,104.0,110,7.008540400536683,0,151.0,102,5.158046763785708,0,174.0,103,5.171117361751464,0,281.0,89,7.747673012727248,0,202.0,12,7.059636692535644,1
1.0,1,3.0,2,8.0,5.0,5.0,1,0,8,1.0,2,2.0,2.0,1,2,1.0,2.0,1.0,0,1,2,22.0,11.0,6.0,0,1,2.0,2.0,1,1,2.0,2.0,13.0,5221.0,2,2,20.0,48.0,1,7.0,42.0,1,2.0,2.0,8.0,4,19.0,76.0,97.0,35,0,35,0,273.0,102,5.122268992661015,39.0,84,5.093593773521058,0,70.0,52,5.278533381330686,0,313.0,74,5.491923267105824,0,169.0,111,7.027624612397122,0,291.0,103,5.192688022154772,0,2.0,100,5.143797032527186,0,84.0,88,8.094298327770849,1,278.0,8,6.657294925477377,0
4.0,1,3.0,1,8.0,3.0,5.0,1,0,6,6.0,2,2.0,2.0,2,2,3.0,1.0,2.0,0,2,2,30.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,18.0,45.0,2,2.0,55.0,7,2.0,2.0,1.0,2,13.0,87.0,83.0,0,35,0,0,250.0,105,5.117481963269613,39.0,84,5.094692844523365,0,401.0,52,5.1739227677896436,0,142.0,76,6.280599150643768,1,105.0,115,6.991932121408353,0,265.0,94,5.122694706791629,0,87.0,107,5.230461998459978,0,12.0,89,8.006724914816466,0,336.0,9,6.437165090240715,0
2.0,2,3.0,1,8.0,6.0,5.0,2,0,6,6.0,2,2.0,2.0,1,2,2.0,2.0,2.0,0,2,2,27.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,36.0,45.0,2,10.0,41.0,7,2.0,2.0,1.0,4,29.0,66.0,60.0,0,35,0,0,171.0,98,5.112273760947584,39.0,85,5.09573705136068,0,609.0,51,5.452104683814067,0,20.0,74,5.627571832458367,0,105.0,108,7.004182274711199,0,73.0,105,5.183709253513553,0,192.0,98,5.154708451210493,0,84.0,89,7.709086395970314,1,277.0,9,6.896684579739795,0
11.0,1,3.0,2,8.0,5.0,5.0,2,0,3,1.0,1,2.0,2.0,1,2,5.0,2.0,1.0,0,1,1,31.0,11.0,7.0,0,2,1.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,22.0,15.0,1,8.0,61.0,7,2.0,2.0,1.0,4,20.0,97.0,92.0,0,35,35,0,71.0,102,5.1387168191693045,39.0,84,5.097851734819691,0,258.0,52,5.26941315221893,0,20.0,68,5.627372374882074,0,105.0,112,7.000928135063602,0,320.0,102,5.20584716781873,0,77.0,99,5.1430519863071265,0,84.0,87,8.161938966878767,1,250.0,8,6.3357632967033055,0
7.0,1,3.0,2,8.0,5.0,5.0,1,0,8,6.0,2,2.0,2.0,2,2,1.0,2.0,2.0,0,2,2,26.0,11.0,6.0,0,2,2.0,2.0,1,8,2.0,2.0,13.0,6114.0,2,2,18.0,45.0,2,7.0,64.0,7,2.0,2.0,1.0,4,17.0,70.0,67.0,0,0,0,0,71.0,104,5.130753281837844,39.0,84,5.098779640569604,0,460.0,51,5.254138303982901,0,224.0,71,5.6740463256260245,0,105.0,111,7.008560186340347,0,183.0,100,5.1638590385868,0,120.0,103,5.172531557561202,0,84.0,86,8.119368057371005,1,250.0,8,6.392808145349052,0
7.0,1,3.0,1,8.0,5.0,5.0,2,0,6,1.0,1,2.0,8.0,1,2,5.0,2.0,2.0,0,1,2,9.0,11.0,6.0,0,1,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,2,21.0,48.0,1,6.0,57.0,7,2.0,2.0,1.0,4,20.0,72.0,68.0,0,35,35,0,71.0,102,5.1379602238618585,39.0,84,5.096060268535409,0,446.0,51,5.253765714706196,0,246.0,68,5.637365022110445,0,169.0,112,7.029628089369402,0,183.0,102,5.18061396664137,0,120.0,103,5.155121161174125,0,84.0,87,8.09158310709024,1,316.0,8,6.453337286958072,0
5.0,1,3.0,1,8.0,5.0,5.0,1,0,7,1.0,1,2.0,2.0,1,2,1.0,2.0,2.0,0,2,2,7.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,20.0,40.0,1,3.0,28.0,6,2.0,2.0,1.0,2,16.0,48.0,45.0,1,0,35,0,250.0,103,5.103167958603561,39.0,86,5.095187202775653,0,1.0,51,5.267133196125606,0,204.0,73,5.7973282240517925,0,190.0,117,7.014966638841311,0,71.0,108,5.11231057213789,0,95.0,108,5.252900287973741,0,113.0,87,7.327003862620201,0,254.0,54,7.69275161394834,1
5.0,2,3.0,1,8.0,5.0,5.0,2,1,7,6.0,2,2.0,2.0,2,2,1.0,2.0,2.0,0,2,2,4.0,11.0,2.0,0,2,2.0,2.0,2,2,2.0,2.0,13.0,6114.0,2,2,20.0,48.0,1,5.0,37.0,1,2.0,2.0,1.0,4,18.0,50.0,55.0,1,0,35,0,331.0,101,5.11406461017347,39.0,83,5.097457438571109,0,446.0,53,5.289808110163572,0,147.0,71,5.597940508542404,0,83.0,110,7.03520009377426,0,259.0,112,5.148967581042679,0,236.0,104,5.175487255672946,0,196.0,85,7.478542946534167,1,378.0,24,7.504029832407629,0
7.0,2,3.0,1,8.0,5.0,5.0,1,0,8,3.0,2,2.0,2.0,1,2,1.0,2.0,1.0,0,2,2,9.0,11.0,6.0,0,1,2.0,2.0,1,2,8.0,2.0,13.0,5120.0,2,2,19.0,42.0,1,11.0,33.0,1,2.0,11.0,1.0,5,23.0,58.0,57.0,35,0,35,0,90.0,97,5.111632906511477,39.0,83,5.096717480095465,0,61.0,55,6.561838990256229,1,225.0,72,5.3606965807412825,0,105.0,108,6.987054082273393,0,403.0,109,5.1638763018388625,0,277.0,97,5.14807720617558,0,260.0,83,7.235609546507089,0,222.0,23,7.489593134690721,0
8.0,2,3.0,2,8.0,5.0,5.0,1,0,7,1.0,2,2.0,2.0,2,2,1.0,2.0,2.0,0,8,2,30.0,17.0,3.0,0,8,2.0,2.0,1,8,2.0,2.0,13.0,6129.0,2,2,23.0,48.0,1,2.0,41.0,4,2.0,2.0,1.0,4,12.0,79.0,76.0,35,0,35,0,273.0,101,5.121647370039609,39.0,85,5.09554104216667,0,457.0,51,5.192133783482344,0,238.0,79,5.879444668701981,0,83.0,110,7.0264268861123655,0,380.0,99,5.147671526645551,0,281.0,105,5.19048014245704,0,164.0,88,8.076878159234514,0,45.0,8,6.6822784351446,1
7.0,2,3.0,2,8.0,5.0,5.0,2,0,6,8.0,1,2.0,2.0,1,2,1.0,2.0,1.0,0,2,2,22.0,11.0,6.0,0,1,2.0,2.0,1,2,4.0,2.0,13.0,6114.0,1,2,12.0,45.0,2,2.0,60.0,7,2.0,2.0,1.0,4,8.0,97.0,96.0,0,0,0,0,71.0,101,5.135813164498308,39.0,83,5.094943394131692,0,103.0,52,5.170513348483628,0,193.0,79,6.008222818666429,0,83.0,115,6.941396790880128,0,118.0,97,5.158760198192459,0,120.0,105,5.179423165566552,0,126.0,95,8.317090646455721,1,83.0,8,6.074665648476426,0
8.0,2,3.0,1,8.0,5.0,5.0,1,0,8,1.0,1,2.0,2.0,2,1,1.0,2.0,1.0,0,1,1,18.0,11.0,6.0,0,1,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,2,18.0,42.0,1,11.0,44.0,7,2.0,6.0,1.0,6,25.0,70.0,67.0,0,0,35,0,23.0,97,5.138473631330767,39.0,83,5.097136588871332,0,238.0,51,6.293043290251992,0,225.0,72,5.430603155604708,0,105.0,107,6.9902823053430385,0,160.0,106,5.199126277233421,0,77.0,101,5.144809029079255,0,50.0,85,7.932810453486163,1,336.0,9,6.683808467102724,0
1.0,2,3.0,1,8.0,4.0,5.0,2,0,8,6.0,2,2.0,2.0,1,2,1.0,1.0,2.0,0,2,2,19.0,11.0,6.0,0,1,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,2,18.0,45.0,2,2.0,55.0,7,2.0,2.0,8.0,1,6.0,74.0,73.0,0,4,0,0,423.0,103,5.118760164447562,113.0,85,5.0945544775143246,0,301.0,52,5.171999377479015,0,162.0,85,6.193388210198131,0,311.0,123,6.920990855161807,0,427.0,97,5.129238910958286,0,193.0,107,5.23320158190831,1,363.0,91,7.992528444085652,0,360.0,8,6.238997555826337,1
11.0,1,3.0,1,8.0,5.0,8.0,2,0,8,1.0,1,2.0,1.0,2,2,1.0,2.0,2.0,0,2,2,15.0,11.0,6.0,0,2,2.0,2.0,2,2,2.0,2.0,13.0,4129.0,2,2,22.0,42.0,1,11.0,46.0,6,6.0,11.0,1.0,5,24.0,73.0,70.0,35,0,35,0,362.0,96,5.1188389364774105,39.0,83,5.096403231998158,0,246.0,72,6.98121361686224,0,87.0,73,5.425712832884527,0,136.0,106,6.949403672120588,0,291.0,103,5.18668204102071,0,77.0,98,5.124696931989222,0,84.0,85,7.557194298362674,0,307.0,12,6.909664837114895,0
11.0,1,3.0,1,8.0,5.0,5.0,1,0,8,1.0,2,2.0,2.0,1,2,1.0,2.0,2.0,0,1,2,25.0,11.0,6.0,0,8,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,2,16.0,54.0,1,4.0,28.0,7,2.0,2.0,1.0,3,13.0,49.0,47.0,0,0,35,0,250.0,103,5.099861657357197,39.0,85,5.095688819044105,0,524.0,50,5.259009843868525,0,238.0,78,5.7867251534135695,0,83.0,111,7.0366915566853745,0,267.0,103,5.106158568052527,0,283.0,105,5.208361416515751,0,196.0,87,7.423315657268363,0,254.0,55,7.718725965164393,1
9.0,2,3.0,1,8.0,5.0,5.0,2,0,8,1.0,1,2.0,2.0,1,2,1.0,2.0,1.0,0,1,2,30.0,23.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,18.0,8.0,1,3.0,44.0,7,2.0,2.0,1.0,2,16.0,72.0,73.0,0,0,17,0,78.0,103,5.118998848575673,39.0,83,5.097514851396849,0,103.0,52,5.185270088035996,0,157.0,72,5.952124739178794,1,55.0,117,7.023187088869019,0,71.0,96,5.1296736972831205,0,193.0,109,5.230211579436356,0,292.0,90,7.911611581866887,0,316.0,8,6.453337286958072,0
11.0,2,3.0,2,8.0,5.0,5.0,1,0,3,1.0,2,1.0,2.0,1,2,5.0,2.0,1.0,0,1,2,9.0,11.0,6.0,1,8,2.0,2.0,1,8,2.0,2.0,13.0,6114.0,2,2,25.0,20.0,1,11.0,52.0,7,8.0,11.0,1.0,7,25.0,79.0,72.0,0,2,35,0,175.0,98,5.113414206325072,39.0,85,5.092574248292207,0,43.0,118,7.520509590286486,0,325.0,72,5.355184561063908,0,87.0,105,6.920010803698375,0,320.0,103,5.183777284914194,0,329.0,97,5.118046873904255,0,84.0,81,7.455341066895706,0,127.0,12,7.024508145403968,1
7.0,1,3.0,1,8.0,3.0,7.0,1,0,9,1.0,1,2.0,2.0,1,2,1.0,2.0,1.0,0,2,2,14.0,11.0,6.0,1,1,2.0,2.0,1,2,8.0,2.0,13.0,2359.0,2,2,17.0,40.0,1,11.0,33.0,1,12.0,11.0,1.0,7,24.0,63.0,59.0,7,35,35,0,325.0,94,5.095136279130708,39.0,86,5.0899009556499095,0,43.0,155,7.677609103486477,1,211.0,72,5.273887520130144,0,176.0,103,6.894566408029264,0,403.0,108,5.15480950915786,0,327.0,97,5.119533793806662,0,21.0,80,6.6984838966936735,0,185.0,23,7.496864325664881,0
11.0,1,3.0,1,8.0,6.0,5.0,1,0,8,6.0,2,2.0,2.0,2,1,1.0,2.0,2.0,0,1,2,15.0,11.0,6.0,0,1,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,18.0,45.0,2,6.0,27.0,7,10.0,6.0,1.0,3,16.0,43.0,43.0,0,35,0,0,228.0,105,5.087552078596422,199.0,86,5.0981888026741515,0,391.0,49,5.681203498566171,0,301.0,74,5.359593057733387,0,20.0,109,6.988640841061042,0,208.0,102,5.1190117370717525,0,177.0,104,5.1718322413992,0,78.0,82,7.051051967079176,0,260.0,113,7.812311739284775,1
11.0,2,3.0,2,8.0,5.0,5.0,1,0,5,6.0,2,2.0,2.0,1,2,5.0,2.0,2.0,0,1,2,19.0,11.0,6.0,0,2,2.0,2.0,2,2,2.0,2.0,13.0,2359.0,2,2,18.0,45.0,2,3.0,40.0,1,2.0,2.0,1.0,5,15.0,69.0,69.0,35,18,0,0,362.0,99,5.123625501355275,39.0,84,5.098078511986811,0,231.0,52,5.565988016044429,1,250.0,73,5.556415096030494,0,83.0,110,7.002325671152169,0,380.0,101,5.146477290511362,0,281.0,107,5.192012588264776,0,80.0,87,7.749631877660019,0,94.0,10,6.880312725282525,0
4.0,1,3.0,2,8.0,5.0,5.0,1,0,7,1.0,1,2.0,2.0,1,2,1.0,2.0,1.0,0,1,2,1.0,11.0,1.0,0,2,1.0,1.0,1,2,2.0,2.0,13.0,6114.0,2,2,12.0,54.0,1,2.0,50.0,7,2.0,2.0,1.0,5,11.0,97.0,93.0,0,0,35,0,365.0,100,5.139285646546977,39.0,84,5.095206295337787,0,315.0,50,5.327265413270667,0,283.0,81,5.799868309745761,0,258.0,119,7.000196847268522,0,31.0,96,5.1597228497671095,0,120.0,105,5.18459606108432,0,164.0,88,8.233262695802987,1,333.0,8,6.154364503815027,0
9.0,2,3.0,1,8.0,5.0,5.0,1,0,8,1.0,1,2.0,2.0,1,2,1.0,2.0,2.0,0,2,2,27.0,11.0,6.0,0,8,2.0,2.0,1,8,2.0,2.0,13.0,5221.0,2,2,18.0,48.0,1,3.0,37.0,1,3.0,2.0,8.0,3,15.0,70.0,62.0,35,0,35,0,250.0,104,5.103853249285976,39.0,85,5.093632306333296,0,443.0,52,5.246125319004312,0,31.0,72,5.490774948996846,0,83.0,112,7.029731226617874,0,265.0,105,5.1140312900771265,0,281.0,107,5.1864814912053605,0,80.0,88,7.539822985115301,0,149.0,33,7.683038131943886,1
5.0,1,3.0,2,8.0,5.0,5.0,1,0,6,1.0,1,2.0,2.0,1,2,1.0,2.0,2.0,0,8,2,26.0,11.0,6.0,0,2,2.0,2.0,2,8,2.0,2.0,13.0,6114.0,2,2,15.0,50.0,1,4.0,46.0,9,2.0,2.0,8.0,2,15.0,70.0,67.0,0,0,11,0,76.0,103,5.114411666247309,39.0,85,5.091003257181798,0,401.0,52,5.173325165629493,0,116.0,74,5.952087224366362,0,169.0,115,7.010795314472317,0,300.0,100,5.125254224304479,0,87.0,106,5.236008025773038,0,55.0,91,7.930880874232503,0,250.0,8,6.42501496166053,1
8.0,1,3.0,1,8.0,6.0,5.0,1,0,7,6.0,2,2.0,1.0,1,2,1.0,2.0,1.0,0,2,2,16.0,11.0,2.0,0,1,2.0,2.0,1,2,2.0,2.0,13.0,5221.0,2,2,20.0,45.0,2,11.0,44.0,1,2.0,2.0,1.0,5,25.0,73.0,66.0,35,4,0,0,90.0,98,5.120668879541809,39.0,83,5.09701633252852,0,580.0,49,5.842842120971542,1,225.0,74,5.470101418867556,0,101.0,108,6.998002760017889,0,183.0,101,5.189616555350547,0,77.0,99,5.149448854124125,0,84.0,88,7.982850783923174,0,312.0,8,6.554890275237445,0
1.0,2,1.0,2,8.0,7.0,5.0,1,0,11,7.0,1,2.0,2.0,1,2,1.0,2.0,1.0,0,1,2,1.0,11.0,1.0,0,2,2.0,2.0,1,2,4.0,2.0,13.0,6114.0,2,2,16.0,45.0,2,2.0,64.0,7,2.0,2.0,1.0,4,15.0,88.0,91.0,0,35,0,0,71.0,99,5.1327758616600905,39.0,85,5.087574577463133,0,71.0,52,5.199188826811374,0,231.0,75,5.540027726517677,0,258.0,111,7.0244154612008565,1,139.0,100,5.161662953115849,0,61.0,104,5.176576859799117,0,118.0,97,8.279505073625153,0,333.0,8,6.2076305464763255,0
11.0,2,3.0,1,8.0,5.0,5.0,2,0,4,1.0,2,8.0,8.0,1,2,5.0,2.0,2.0,0,1,2,30.0,11.0,2.0,0,1,2.0,2.0,1,1,5.0,2.0,13.0,6114.0,2,2,17.0,16.0,1,2.0,52.0,8,2.0,2.0,1.0,4,51.0,70.0,67.0,0,35,12,0,175.0,101,5.131980222834204,39.0,84,5.091354534308539,0,588.0,52,5.218451382415234,0,292.0,71,5.81446194055155,0,83.0,108,7.016095190257284,0,183.0,98,5.167270618183234,0,120.0,105,5.1762728224358545,0,80.0,90,8.139892706506624,0,316.0,8,6.299928272951022,1
8.0,2,3.0,2,8.0,5.0,7.0,2,0,7,1.0,1,1.0,2.0,2,2,1.0,2.0,1.0,0,1,2,9.0,11.0,4.0,0,1,2.0,2.0,1,1,2.0,2.0,13.0,2211.0,2,2,25.0,30.0,1,10.0,28.0,1,11.0,2.0,8.0,5,25.0,70.0,53.0,35,0,35,0,345.0,96,5.110102235145498,218.0,86,5.082961409382841,0,125.0,68,6.779714843694914,1,87.0,72,5.413269829442566,0,105.0,109,6.964697415029916,0,197.0,109,5.163575610473002,0,192.0,98,5.144529338852285,0,196.0,89,7.3146661607158645,0,120.0,29,7.5104277099957875,0
