p09_2,p134e,p70,p35,p09_3,p140,p58,p62g,p126p,p151,p15,p06,p40m,p40,p134c,p128b,p138,p66,p115,p34_f,p134i,p128a,p23,p130c_11,p116,p33_f,p62h,p117,p113,p134f,p134h,p93,p139,p113_11,CIUO2,p130b,p130d,p98,p86,p68,p13,p05,p53,p43m,p43,p46,p133,p64,p38_11,p38m_11,p54,p136,p76,OBJ_pobre_a_rico,OBJ_pobre_a_rico_cluster,OBJ_pobre_a_rico_n_clusters,OBJ_pobre_a_rico_ponderador_mean,OBJ_rico_a_pobre_cluster,OBJ_rico_a_pobre_n_clusters,OBJ_rico_a_pobre_ponderador_mean,OBJ_rico_a_pobre,OBJ_siguie_siendo_rico_cluster,OBJ_siguie_siendo_rico_n_clusters,OBJ_siguie_siendo_rico_ponderador_mean,OBJ_siguie_siendo_rico,OBJ_siguie_siendo_pobre_cluster,OBJ_siguie_siendo_pobre_n_clusters,OBJ_siguie_siendo_pobre_ponderador_mean,OBJ_siguie_siendo_pobre,OBJ_sigue_siendo_clase_media_cluster,OBJ_sigue_siendo_clase_media_n_clusters,OBJ_sigue_siendo_clase_media_ponderador_mean,OBJ_sigue_siendo_clase_media,OBJ_clase_media_a_rico_cluster,OBJ_clase_media_a_rico_n_clusters,OBJ_clase_media_a_rico_ponderador_mean,OBJ_clase_media_a_rico,OBJ_clase_media_a_pobre_cluster,OBJ_clase_media_a_pobre_n_clusters,OBJ_clase_media_a_pobre_ponderador_mean,OBJ_clase_media_a_pobre,OBJ_subieron_cluster,OBJ_subieron_n_clusters,OBJ_subieron_ponderador_mean,OBJ_subieron,OBJ_bajaron_cluster,OBJ_bajaron_n_clusters,OBJ_bajaron_ponderador_mean,OBJ_bajaron
8.0,1,3.0,1,8.0,4.0,5.0,1,0,8,1.0,1,2.0,2.0,1,2,1.0,2.0,2.0,0,2,1,22.0,11.0,1.0,0,1,2.0,2.0,1,8,2.0,1.0,13.0,5222.0,2,2,20.0,50.0,1,11.0,31.0,1,4.0,4.0,1.0,5,25.0,52.0,52.0,35,35,35,0,325.0,95,5.100685045868907,39.0,84,5.0948676101988655,0,512.0,56,6.673375962131584,1,173.0,72,5.371817746922831,0,105.0,109,6.986363490187655,0,350.0,109,5.165187938377524,0,277.0,98,5.141473901983543,0,90.0,84,7.031555176084946,0,326.0,48,7.659707563377137,0
8.0,2,3.0,2,8.0,5.0,5.0,2,0,7,1.0,1,2.0,2.0,1,2,1.0,1.0,2.0,0,2,2,7.0,11.0,6.0,0,2,2.0,2.0,1,1,2.0,2.0,13.0,6129.0,2,2,18.0,45.0,2,97.0,60.0,4,2.0,2.0,1.0,1,6.0,96.0,87.0,8,0,0,0,279.0,102,5.123916360939973,64.0,85,5.1018479086152535,0,221.0,51,5.26176204913032,0,53.0,87,6.440720374008714,1,347.0,124,6.904708324033396,0,291.0,97,5.1339178878482565,0,193.0,104,5.21723406941644,0,12.0,90,7.948866340641796,0,34.0,7,6.085403643712813,0
8.0,1,3.0,1,8.0,5.0,5.0,1,0,5,1.0,1,8.0,8.0,1,2,1.0,2.0,1.0,0,1,2,18.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,20.0,50.0,1,6.0,33.0,7,2.0,2.0,1.0,3,17.0,70.0,67.0,0,0,20,0,76.0,103,5.113996802178516,39.0,86,5.0971804805847,0,360.0,51,5.244519520715385,0,225.0,71,5.523440608726328,0,169.0,109,7.034959086964832,0,97.0,106,5.12897016565162,0,222.0,104,5.174893436822349,0,196.0,84,7.830587743849412,0,365.0,12,7.1283647839633915,1
5.0,1,3.0,1,8.0,4.0,5.0,2,0,7,1.0,2,2.0,1.0,1,2,3.0,2.0,1.0,0,2,2,4.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,49.0,30.0,1,3.0,49.0,7,2.0,2.0,1.0,3,15.0,70.0,61.0,0,7,10,0,53.0,106,5.110752815550256,39.0,84,5.09700624795848,0,497.0,50,5.21129002980911,0,246.0,71,5.570516622472574,0,104.0,109,7.028656626024392,0,265.0,102,5.127393567580064,0,80.0,103,5.186862477872954,0,80.0,91,7.899109776407594,1,277.0,9,6.690213500791487,0
1.0,2,3.0,1,7.0,5.0,5.0,1,0,8,1.0,1,2.0,1.0,1,2,6.0,2.0,1.0,0,1,2,16.0,11.0,2.0,0,2,1.0,2.0,1,1,2.0,2.0,13.0,6114.0,1,2,21.0,52.0,1,11.0,52.0,7,2.0,2.0,1.0,6,21.0,82.0,85.0,0,35,35,0,365.0,96,5.143432534909379,251.0,83,5.098785745610327,0,580.0,49,5.900161659734977,0,148.0,73,5.442672683093857,0,101.0,111,7.004240302854002,0,291.0,100,5.203608732432652,0,99.0,99,5.1315526077042115,0,84.0,87,8.137250296034725,1,316.0,8,6.425524036697791,0
1.0,1,3.0,1,8.0,2.0,2.0,1,0,9,1.0,2,2.0,2.0,8,2,1.0,2.0,1.0,0,1,2,7.0,11.0,1.0,0,1,2.0,2.0,1,1,2.0,2.0,13.0,9211.0,2,2,18.0,48.0,1,3.0,29.0,1,2.0,2.0,1.0,5,18.0,69.0,65.0,35,35,35,0,11.0,99,5.122948060494562,221.0,91,5.091161256248388,0,57.0,52,5.5341309589722885,0,158.0,73,5.428138424046918,0,83.0,112,7.029414191071258,0,307.0,107,5.155063003319652,0,283.0,109,5.183631102195153,0,80.0,84,7.704435674284474,1,175.0,25,7.460562339577831,0
1.0,1,3.0,1,8.0,5.0,5.0,2,0,6,1.0,1,2.0,2.0,1,2,5.0,2.0,2.0,1,1,2,4.0,11.0,1.0,0,2,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,2,24.0,48.0,1,5.0,49.0,7,2.0,2.0,1.0,3,18.0,80.0,79.0,0,35,35,0,85.0,104,5.122885171190378,7.0,84,5.098360411068115,0,446.0,52,5.224392872908916,0,246.0,72,5.559321218275707,0,83.0,110,7.032508521301305,0,183.0,105,5.149905499832352,0,2.0,105,5.15327694032891,0,84.0,87,8.127675916606528,1,349.0,8,6.560080314689108,0
4.0,1,3.0,1,9.0,3.0,5.0,2,0,6,6.0,2,2.0,2.0,1,2,3.0,1.0,2.0,0,2,2,31.0,11.0,6.0,0,1,2.0,2.0,1,1,8.0,2.0,13.0,6114.0,2,2,16.0,45.0,2,6.0,25.0,7,2.0,4.0,1.0,1,17.0,57.0,48.0,0,35,0,0,250.0,103,5.100030925729711,131.0,88,5.107118919478479,0,556.0,49,5.359089561617907,0,162.0,76,5.935061290994409,0,114.0,118,6.972814452035178,0,71.0,103,5.111937227408638,0,208.0,107,5.2494542551349275,0,36.0,86,7.127653653994725,0,254.0,70,7.725432298280069,1
8.0,2,3.0,2,8.0,5.0,5.0,2,0,7,1.0,2,2.0,2.0,1,2,1.0,2.0,2.0,0,2,2,31.0,11.0,6.0,0,1,2.0,2.0,2,1,2.0,2.0,13.0,9121.0,2,2,22.0,15.0,1,2.0,48.0,1,2.0,2.0,1.0,1,13.0,66.0,67.0,35,0,35,0,250.0,105,5.1074929977820505,264.0,84,5.098937255924243,0,476.0,51,5.191964084599298,0,144.0,79,6.333884551463575,1,190.0,117,6.9841541274804735,0,265.0,100,5.126763337437894,0,193.0,104,5.232406143918051,0,201.0,91,7.8272968734719495,0,83.0,8,6.099945253240015,0
1.0,2,3.0,2,8.0,6.0,6.0,1,0,6,6.0,2,1.0,2.0,1,2,1.0,2.0,2.0,0,2,2,9.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,5242.0,2,2,17.0,45.0,2,6.0,34.0,1,8.0,3.0,8.0,3,16.0,64.0,60.0,35,35,0,0,250.0,103,5.083623796352443,39.0,86,5.095136493618315,0,459.0,48,5.528557431399476,0,29.0,76,5.313270220018279,0,105.0,111,6.995531458895512,0,359.0,107,5.121536296623537,0,255.0,107,5.166325065280944,0,215.0,85,7.128640180834527,0,260.0,62,7.674304050420607,1
1.0,2,3.0,1,8.0,5.0,3.0,1,0,6,6.0,2,2.0,1.0,1,2,1.0,2.0,2.0,0,1,2,32.0,11.0,1.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,7512.0,2,2,30.0,10.0,1,2.0,44.0,1,2.0,2.0,1.0,3,13.0,70.0,62.0,35,0,35,0,250.0,103,5.1092215637608405,39.0,83,5.096914589229374,0,524.0,51,5.22173014957014,0,238.0,82,5.792322976554825,0,104.0,108,7.036291653769132,0,158.0,101,5.131733793946309,0,281.0,104,5.179935615762663,0,80.0,93,7.9267862234785,1,228.0,11,6.758761447520621,0
5.0,1,3.0,2,8.0,5.0,5.0,2,0,6,1.0,1,2.0,2.0,1,2,1.0,2.0,2.0,0,2,2,7.0,11.0,6.0,0,1,2.0,2.0,1,1,2.0,2.0,13.0,5221.0,2,2,14.0,90.0,1,2.0,47.0,3,2.0,2.0,1.0,4,13.0,70.0,61.0,35,0,35,0,208.0,97,5.1265357324923455,39.0,83,5.092270522524839,0,456.0,52,5.207430977087794,0,261.0,80,5.856138554016924,1,83.0,109,7.030616103871178,0,380.0,99,5.1452198140080725,0,120.0,105,5.189875774532834,0,281.0,92,8.029200332005889,0,0.0,9,6.290556306061012,0
7.0,2,3.0,1,8.0,7.0,5.0,1,0,9,6.0,2,2.0,2.0,2,2,1.0,2.0,1.0,0,1,2,9.0,11.0,4.0,0,2,2.0,1.0,1,2,2.0,2.0,18.0,3322.0,2,2,19.0,45.0,2,6.0,36.0,3,4.0,4.0,1.0,9,18.0,58.0,57.0,35,35,0,0,250.0,98,5.093842356739106,68.0,85,5.098248724644046,0,231.0,56,6.29912782831578,0,41.0,74,5.289127941568623,0,105.0,114,6.982838179732417,0,80.0,109,5.140291300333173,0,255.0,106,5.153187583281697,0,90.0,82,6.960967756811543,0,136.0,93,7.786046080655047,1
8.0,2,3.0,2,8.0,5.0,5.0,1,0,10,6.0,2,2.0,2.0,2,2,1.0,2.0,2.0,0,1,2,26.0,11.0,6.0,0,1,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,2,25.0,45.0,2,4.0,59.0,7,4.0,4.0,1.0,3,14.0,77.0,83.0,0,35,0,0,220.0,103,5.104783626733366,39.0,83,5.09671271273266,0,324.0,50,5.480550427656407,0,238.0,76,5.591961444038747,0,83.0,111,7.004800144875184,0,300.0,99,5.128320335206662,0,120.0,105,5.170227976508637,0,84.0,83,7.781001472232996,0,149.0,28,7.510548811291813,1
5.0,1,3.0,1,8.0,5.0,5.0,1,0,3,2.0,1,2.0,2.0,1,2,1.0,1.0,2.0,0,2,2,20.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,15.0,4.0,1,2.0,61.0,8,2.0,2.0,1.0,1,17.0,86.0,70.0,0,0,35,0,78.0,105,5.122153742973572,161.0,86,5.100631820931421,0,456.0,52,5.191297252588322,0,162.0,72,6.171250949751928,1,190.0,119,6.97530425338635,0,183.0,99,5.133934244425678,0,149.0,107,5.230199094888538,0,193.0,95,7.903706541387143,0,316.0,8,6.197503070409829,0
7.0,2,3.0,1,8.0,6.0,7.0,1,0,7,1.0,1,2.0,2.0,1,1,1.0,2.0,1.0,0,2,1,12.0,11.0,1.0,1,1,1.0,1.0,1,2,1.0,2.0,15.0,4120.0,2,2,25.0,30.0,1,11.0,28.0,1,4.0,4.0,1.0,5,23.0,60.0,61.0,35,35,35,0,347.0,96,5.097051066227398,39.0,88,5.087741109218962,0,43.0,119,7.56145783160931,1,215.0,72,5.266249769340861,0,295.0,110,6.920234162740374,0,160.0,109,5.169243515599105,0,161.0,98,5.117407780186889,0,77.0,82,6.764933524938071,0,93.0,42,7.607375062791881,0
5.0,1,3.0,2,8.0,5.0,5.0,2,0,3,6.0,2,2.0,2.0,2,2,5.0,2.0,2.0,0,2,2,11.0,11.0,6.0,0,2,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,2,18.0,45.0,2,2.0,30.0,7,2.0,2.0,1.0,3,16.0,70.0,60.0,0,35,0,0,250.0,103,5.107052976989347,39.0,86,5.096762805810834,0,1.0,51,5.200452386487524,0,254.0,72,5.726826746126379,0,83.0,108,7.012404009058797,0,71.0,102,5.115382358004396,0,284.0,111,5.2090667091669625,0,80.0,87,7.736199220412891,0,280.0,25,7.383988252731346,0
11.0,2,3.0,1,8.0,5.0,1.0,2,0,7,1.0,2,2.0,2.0,1,2,5.0,2.0,2.0,0,1,2,9.0,11.0,1.0,0,1,2.0,1.0,1,2,1.0,2.0,18.0,9111.0,2,2,15.0,4.0,1,4.0,40.0,1,2.0,8.0,1.0,3,15.0,68.0,60.0,35,35,1,0,250.0,103,5.108048669130549,39.0,85,5.095809121306828,0,321.0,49,5.346847008360713,0,246.0,74,5.534716485058015,0,83.0,106,7.016537655802489,0,265.0,104,5.116307424217663,0,256.0,107,5.194679773205721,0,260.0,83,7.493124100376968,0,218.0,30,7.558133885984466,1
1.0,2,3.0,2,8.0,5.0,5.0,1,0,7,1.0,2,1.0,2.0,1,2,1.0,2.0,2.0,0,2,2,16.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,39.0,36.0,1,4.0,54.0,7,2.0,2.0,1.0,3,16.0,74.0,81.0,0,0,1,0,423.0,104,5.117779375885472,39.0,83,5.0997486259335405,0,401.0,51,5.177907604799677,0,250.0,76,5.518463188811274,0,83.0,110,7.023102951989101,0,184.0,102,5.141627417793622,0,2.0,104,5.181814918818853,0,84.0,87,8.17729914283225,1,250.0,8,6.42501496166053,0
7.0,1,3.0,2,8.0,5.0,5.0,2,0,6,1.0,2,2.0,2.0,1,2,1.0,2.0,1.0,0,1,2,30.0,11.0,6.0,0,1,2.0,2.0,1,1,8.0,2.0,13.0,6114.0,2,2,17.0,49.0,2,2.0,57.0,7,2.0,2.0,1.0,1,10.0,97.0,77.0,0,0,35,0,250.0,105,5.1192264531661555,264.0,85,5.0971848037546055,0,456.0,52,5.18908478738138,0,144.0,80,6.286120893192837,1,190.0,122,6.960241823654632,0,265.0,97,5.125128306462466,0,87.0,106,5.2289354628730145,0,12.0,90,7.999852638139097,0,89.0,8,6.18331085341335,0
11.0,1,3.0,1,8.0,5.0,5.0,1,0,8,1.0,1,2.0,2.0,1,2,1.0,2.0,1.0,0,2,1,1.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,24.0,40.0,1,12.0,30.0,7,6.0,11.0,1.0,9,30.0,55.0,55.0,0,0,27,0,138.0,97,5.099840029037784,39.0,84,5.09564774676529,0,277.0,60,6.953471958897967,0,41.0,73,5.301713895439695,0,161.0,102,6.9681780759724505,0,160.0,107,5.1590125130587525,0,277.0,96,5.136178016268247,0,90.0,81,7.0323575126995514,0,224.0,67,7.793757293230802,1
2.0,1,3.0,1,8.0,5.0,7.0,2,0,8,1.0,2,2.0,2.0,1,1,2.0,2.0,1.0,0,8,2,26.0,11.0,6.0,1,8,2.0,2.0,1,8,2.0,2.0,13.0,3221.0,2,2,22.0,25.0,1,12.0,33.0,6,10.0,12.0,1.0,6,22.0,63.0,54.0,17,20,35,0,171.0,96,5.097135755326843,39.0,85,5.090872079599783,0,43.0,148,7.652748675592801,0,20.0,72,5.355580373246472,0,176.0,102,6.896751809450042,0,274.0,109,5.165941470308097,0,300.0,96,5.111318481286806,0,188.0,82,6.735604625789592,0,156.0,24,7.397456436234459,1
8.0,2,3.0,2,8.0,6.0,5.0,2,0,8,1.0,1,2.0,2.0,1,2,1.0,2.0,2.0,0,1,1,19.0,11.0,6.0,0,8,2.0,2.0,2,1,2.0,2.0,13.0,5221.0,2,2,18.0,45.0,1,6.0,54.0,3,2.0,2.0,1.0,7,18.0,70.0,85.0,35,35,6,0,365.0,99,5.137589431324374,39.0,82,5.097241563763205,0,551.0,51,5.4162435942438245,0,246.0,71,5.582620046675315,0,105.0,112,7.008760144962126,0,151.0,98,5.173810343386951,1,120.0,108,5.160725314796549,0,84.0,87,8.151959575399074,1,250.0,8,6.3357632967033055,0
5.0,1,3.0,2,8.0,5.0,5.0,1,0,4,1.0,2,2.0,2.0,1,2,1.0,2.0,2.0,0,1,1,29.0,11.0,6.0,0,2,2.0,1.0,1,2,3.0,2.0,13.0,9111.0,2,2,19.0,48.0,1,2.0,42.0,1,2.0,2.0,1.0,1,16.0,85.0,74.0,10,0,28,0,250.0,105,5.111449551463983,161.0,85,5.101125847147174,0,261.0,53,5.200679386974364,0,51.0,73,5.982507372079596,0,190.0,117,6.980529301991156,0,413.0,98,5.136747102426575,0,93.0,106,5.2249541734201905,0,270.0,93,7.864270219291731,1,278.0,8,6.577410537942361,0
8.0,1,3.0,1,8.0,5.0,5.0,2,0,7,2.0,2,2.0,2.0,1,2,1.0,2.0,2.0,0,1,2,32.0,11.0,6.0,0,2,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,2,18.0,50.0,2,6.0,47.0,7,2.0,2.0,1.0,2,17.0,76.0,66.0,0,0,35,0,250.0,102,5.112380259398509,39.0,84,5.097926697383354,0,360.0,52,5.226192109856756,0,157.0,71,6.028516479824885,1,169.0,118,7.013572898974492,0,183.0,103,5.136288354797087,0,87.0,107,5.220262833168309,0,201.0,90,7.917148929265362,0,316.0,8,6.453337286958072,0
4.0,2,3.0,2,8.0,5.0,5.0,1,1,6,1.0,2,2.0,2.0,2,2,5.0,2.0,2.0,0,2,2,9.0,11.0,3.0,0,2,2.0,2.0,2,2,1.0,2.0,13.0,5221.0,2,2,18.0,5.0,1,2.0,62.0,1,2.0,2.0,3.0,8,12.0,70.0,67.0,35,35,35,0,72.0,105,5.134752941520713,39.0,83,5.091815404779174,0,315.0,49,5.300919955501094,0,244.0,79,5.86105699167631,0,83.0,114,7.009543989860253,1,259.0,100,5.16109067618749,0,120.0,107,5.188462487263157,0,164.0,87,8.184331385376142,0,115.0,11,6.541519672977217,0
7.0,2,3.0,2,8.0,5.0,5.0,1,0,6,1.0,2,2.0,2.0,2,2,1.0,2.0,2.0,0,1,2,21.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,1,2,14.0,30.0,1,2.0,37.0,7,2.0,2.0,1.0,1,12.0,78.0,69.0,0,0,35,0,250.0,106,5.110540526680795,113.0,87,5.100763132982649,0,457.0,52,5.19151199590495,0,144.0,79,6.229384748796532,0,190.0,120,6.9782926312084514,0,265.0,99,5.116702182821166,0,93.0,108,5.240218554240865,1,185.0,88,7.7089842454795106,0,365.0,13,6.905884531611624,1
4.0,1,3.0,1,8.0,5.0,5.0,1,0,7,6.0,2,2.0,2.0,2,2,5.0,2.0,1.0,0,2,2,14.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,18.0,45.0,2,6.0,35.0,7,4.0,98.0,1.0,3,18.0,56.0,54.0,0,35,0,0,250.0,104,5.085906664168909,39.0,84,5.099272301824679,0,367.0,50,5.5652730132283,0,41.0,74,5.341492357503963,0,105.0,110,6.995917579908661,0,305.0,104,5.111893081283733,0,255.0,109,5.162489557052414,0,90.0,84,7.056428407930349,0,260.0,80,7.742965484355608,1
5.0,2,3.0,2,8.0,3.0,5.0,2,0,7,6.0,2,2.0,2.0,2,2,1.0,2.0,2.0,0,2,2,26.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,18.0,45.0,2,2.0,54.0,7,2.0,2.0,1.0,3,8.0,70.0,82.0,0,35,0,0,250.0,106,5.117205613796309,39.0,83,5.094173324026009,0,88.0,52,5.161201915122964,0,261.0,79,6.0087331770986845,1,83.0,112,6.967873928770357,0,265.0,94,5.122788987510172,0,120.0,107,5.187969811035014,0,164.0,87,8.22588910481962,0,334.0,8,6.067738436928536,0
1.0,2,3.0,1,8.0,5.0,5.0,2,0,8,7.0,1,2.0,1.0,2,2,1.0,2.0,2.0,0,2,2,26.0,11.0,6.0,0,2,2.0,2.0,2,1,2.0,2.0,13.0,6114.0,2,2,18.0,45.0,2,5.0,64.0,7,2.0,2.0,3.0,3,16.0,70.0,67.0,0,0,0,0,300.0,102,5.1231697320599245,39.0,84,5.095654562200603,0,497.0,53,5.208386343739553,0,20.0,73,5.692637345634262,0,104.0,110,7.019448855092302,0,332.0,102,5.147607619475159,0,2.0,107,5.164434350019102,0,118.0,95,8.207082140578992,0,316.0,8,6.4211304706465935,0
8.0,2,3.0,2,8.0,5.0,5.0,2,0,7,6.0,1,1.0,2.0,1,2,5.0,2.0,2.0,0,2,2,31.0,11.0,1.0,0,1,2.0,1.0,1,2,8.0,2.0,12.0,6114.0,2,2,17.0,45.0,2,5.0,43.0,7,2.0,2.0,1.0,3,21.0,69.0,72.0,0,35,0,0,78.0,104,5.116924317468466,39.0,83,5.096259040430964,0,588.0,53,5.241382299344959,0,20.0,70,5.717604131098287,0,83.0,108,7.020617764539709,0,73.0,101,5.145953028457447,0,120.0,104,5.164397909485274,0,84.0,87,7.980522411592738,0,314.0,8,6.4548440194731835,1
5.0,1,3.0,1,8.0,5.0,5.0,2,0,7,1.0,2,2.0,2.0,1,2,6.0,2.0,2.0,0,2,2,18.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,12.0,25.0,1,1.0,52.0,7,2.0,2.0,1.0,1,6.0,64.0,63.0,0,35,9,0,168.0,105,5.113075811645329,251.0,86,5.101927120267564,0,37.0,52,5.193293944669017,0,144.0,81,6.2100621627242125,1,311.0,124,6.917008310484795,0,265.0,97,5.121956710154342,0,87.0,105,5.234933505615865,0,12.0,91,7.7295790816364836,0,60.0,12,6.649519686312739,0
5.0,2,3.0,2,8.0,2.0,5.0,1,0,8,6.0,2,2.0,2.0,1,2,3.0,2.0,2.0,0,2,2,32.0,11.0,6.0,0,2,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,2,18.0,45.0,2,3.0,45.0,7,2.0,2.0,1.0,1,13.0,88.0,82.0,0,18,0,0,250.0,104,5.111465018077336,64.0,84,5.098396435426174,0,301.0,52,5.187565373740609,0,144.0,80,6.154876331840365,0,114.0,117,6.9753195749951935,1,265.0,95,5.124461824072759,0,193.0,107,5.230871576849136,0,55.0,92,7.8403936246409005,0,250.0,8,6.42501496166053,0
1.0,1,3.0,1,8.0,7.0,1.0,2,0,6,6.0,2,2.0,2.0,1,2,1.0,2.0,2.0,0,1,2,30.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,9211.0,2,2,18.0,45.0,2,4.0,43.0,4,2.0,2.0,1.0,1,15.0,70.0,65.0,35,35,0,0,315.0,103,5.107395929067011,209.0,86,5.10207990114306,0,88.0,52,5.172294759675561,0,157.0,75,5.941372394936645,0,440.0,119,6.982248527390253,0,427.0,102,5.131026917021381,0,93.0,107,5.235751085858451,0,363.0,92,7.776139460415268,1,59.0,9,6.684464536747404,0
4.0,2,3.0,2,8.0,5.0,5.0,1,0,7,1.0,1,2.0,2.0,1,2,1.0,2.0,1.0,0,2,2,15.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,13.0,50.0,1,2.0,43.0,7,6.0,11.0,1.0,6,16.0,69.0,60.0,0,0,35,0,325.0,97,5.108646286871083,39.0,83,5.096005734350496,0,355.0,52,5.964891431890889,0,105.0,74,5.448396251777521,0,83.0,110,6.988030243801701,0,380.0,100,5.1575309253655375,0,256.0,108,5.176307526407719,0,80.0,86,7.470876974527173,0,103.0,18,7.144187920349787,1
1.0,1,3.0,2,8.0,6.0,5.0,1,0,6,3.0,2,2.0,2.0,1,2,1.0,2.0,2.0,0,1,2,25.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,23.0,48.0,2,6.0,34.0,7,2.0,2.0,1.0,3,18.0,70.0,65.0,0,35,35,0,250.0,104,5.106123538251198,39.0,86,5.099011164869644,0,360.0,51,5.252259232672861,0,183.0,75,5.548183041327727,0,169.0,111,7.030728358639987,0,158.0,107,5.137646858503451,0,300.0,104,5.165498574433217,0,258.0,84,7.869250160195541,1,228.0,12,7.139757361051046,0
11.0,2,3.0,1,8.0,7.0,5.0,1,0,8,6.0,2,2.0,1.0,2,2,1.0,2.0,1.0,0,1,2,10.0,11.0,6.0,0,2,1.0,2.0,2,2,2.0,2.0,13.0,5120.0,2,2,20.0,45.0,2,8.0,43.0,1,2.0,2.0,1.0,4,19.0,68.0,64.0,35,35,0,0,273.0,101,5.11487132682144,39.0,83,5.0967060978222065,0,446.0,51,5.371700519469684,0,225.0,73,5.437775679342947,0,101.0,111,7.015275092051872,1,141.0,105,5.181921626967567,0,77.0,99,5.149906384630985,0,84.0,86,7.766304238651983,0,148.0,13,7.166743806200403,0
1.0,2,3.0,2,8.0,5.0,5.0,1,0,9,7.0,1,2.0,2.0,1,2,1.0,2.0,2.0,0,1,2,1.0,11.0,6.0,0,2,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,2,15.0,45.0,2,4.0,63.0,8,2.0,98.0,8.0,2,27.0,94.0,67.0,0,0,0,0,175.0,106,5.125837180945108,39.0,84,5.093069464726124,0,367.0,50,5.397204490514684,0,60.0,78,5.7323186886275455,0,50.0,115,6.989013024915048,0,285.0,106,5.1653296504658535,0,193.0,106,5.202594730475592,0,118.0,97,8.065241926303582,0,315.0,15,7.053159883626381,0
8.0,2,3.0,1,8.0,5.0,5.0,2,0,7,1.0,2,2.0,2.0,1,2,1.0,2.0,1.0,0,1,2,11.0,11.0,3.0,0,2,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,2,50.0,24.0,1,2.0,59.0,7,2.0,2.0,1.0,3,15.0,96.0,97.0,0,0,35,0,250.0,104,5.1157591637033955,39.0,83,5.097759061372694,0,103.0,51,5.190097772894281,0,254.0,70,5.686622947729905,0,83.0,111,7.017513131988411,0,265.0,101,5.128784204622033,0,120.0,103,5.184711533061339,0,80.0,89,8.143697607934342,1,316.0,8,6.299928272951022,0
4.0,1,3.0,2,5.0,5.0,5.0,1,0,6,1.0,1,2.0,2.0,1,2,1.0,2.0,2.0,0,2,2,31.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,18.0,48.0,1,2.0,57.0,7,2.0,2.0,1.0,4,8.0,97.0,82.0,0,0,3,0,71.0,101,5.135899766036343,39.0,84,5.096088549756364,0,401.0,52,5.172382014175461,0,238.0,79,5.92074298884819,0,268.0,114,6.96797605732672,0,380.0,94,5.1443935090748,0,5.0,106,5.189263879638133,0,164.0,88,8.209388399450262,1,89.0,8,6.272562518370575,0
5.0,2,3.0,1,8.0,1.0,5.0,1,0,8,1.0,1,2.0,2.0,1,1,1.0,2.0,2.0,0,1,2,20.0,11.0,6.0,0,1,1.0,2.0,1,2,2.0,2.0,13.0,7512.0,2,2,15.0,20.0,1,4.0,37.0,1,4.0,6.0,1.0,5,15.0,62.0,52.0,35,35,20,0,347.0,98,5.103421538295339,39.0,84,5.097324260621847,0,355.0,51,5.970016266109688,1,40.0,75,5.463344203976423,0,83.0,111,7.000802818622144,0,9.0,108,5.142871237854603,0,256.0,107,5.179064901684737,0,314.0,82,7.11493588246488,0,179.0,48,7.608104407715941,0
11.0,1,3.0,2,8.0,5.0,3.0,1,0,7,1.0,1,2.0,2.0,1,2,1.0,2.0,2.0,0,2,2,13.0,11.0,1.0,0,2,2.0,1.0,2,2,1.0,2.0,12.0,9211.0,2,2,12.0,48.0,1,2.0,50.0,1,2.0,2.0,1.0,2,8.0,70.0,68.0,35,0,3,0,76.0,105,5.118942941034937,39.0,84,5.095992235477754,0,401.0,52,5.172379226144693,0,142.0,79,6.152495898979348,1,169.0,121,6.945609729495112,0,265.0,96,5.120073018894343,0,313.0,105,5.2355933198970686,0,12.0,88,8.07912166164006,0,333.0,8,6.174929245033152,0
